,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,cod_distrito,fecha,hora,avance,distrito,postulaDistrito,organizacionPolitica,nombreCompleto,feNacimiento,txSexo
263,3,RENOVACION POPULAR,,100.0,381,381,"32,127",00000003.jpg,40.785,37.873,33,05/10/2022,17:55 h,97.1939,JESUS MARIA,JESUS MARIA,RENOVACION POPULAR,JESUS ALBERTO GALVEZ OLIVARES,1975-01-02T00:00:00,M
264,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,579,579,"2,480",00000008.jpg,2.02,1.785,34,05/10/2022,17:55 h,97.4747,INDEPENDENCIA,INDEPENDENCIA,PARTIDO POLITICO NACIONAL PERU LIBRE,JOSE ELGAR ESPEJO CARDENAS,1977-03-14T00:00:00,M
265,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,579,579,"3,781",00000007.jpg,3.08,2.721,34,05/10/2022,17:55 h,97.4747,INDEPENDENCIA,INDEPENDENCIA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,HENRRY ALEJANDRO ALVAREZ JACINTO,1970-11-29T00:00:00,M
266,4,ALIANZA PARA EL PROGRESO,,100.0,579,579,"6,287",00000004.jpg,5.121,4.525,34,05/10/2022,17:55 h,97.4747,INDEPENDENCIA,INDEPENDENCIA,ALIANZA PARA EL PROGRESO,EVANS RODOLFO SIFUENTES OCAÑA,1963-11-06T00:00:00,M
267,5,JUNTOS POR EL PERU,,100.0,579,579,"7,903",00000005.jpg,6.438,5.688,34,05/10/2022,17:55 h,97.4747,INDEPENDENCIA,INDEPENDENCIA,JUNTOS POR EL PERU,DANIEL OLIVAS PEREZ,1975-03-05T00:00:00,M
268,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,579,579,"12,406",00000011.jpg,10.106,8.929,34,05/10/2022,17:55 h,97.4747,INDEPENDENCIA,,,,,
269,3,RENOVACION POPULAR,,100.0,579,579,"25,378",00000003.jpg,20.673,18.266,34,05/10/2022,17:55 h,97.4747,INDEPENDENCIA,INDEPENDENCIA,RENOVACION POPULAR,BENIGNO ROBERTO CALDERON ARONES,1964-04-21T00:00:00,M
270,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,579,579,"28,931",00000002.jpg,23.567,20.823,34,05/10/2022,17:55 h,97.4747,INDEPENDENCIA,INDEPENDENCIA,PARTIDO DEMOCRATICO SOMOS PERU,ALFREDO REYNAGA RAMIREZ,1964-03-15T00:00:00,M
271,9,PODEMOS PERU,,100.0,579,579,"35,594",00000009.jpg,28.995,25.619,34,05/10/2022,17:55 h,97.4747,INDEPENDENCIA,INDEPENDENCIA,PODEMOS PERU,GREGORIO BERNARDINO QUISPE ALVINO,1975-03-11T00:00:00,M
272,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,546,546,"2,256",00000008.jpg,1.94,1.723,35,05/10/2022,17:55 h,97.8495,EL AGUSTINO,EL AGUSTINO,PARTIDO POLITICO NACIONAL PERU LIBRE,JUAN LUIS MEDINA PONGO,1963-08-16T00:00:00,M
273,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,546,546,"3,556",00000007.jpg,3.057,2.715,35,05/10/2022,17:55 h,97.8495,EL AGUSTINO,EL AGUSTINO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,LUZ MARLENE RICALDE CHUCO,1983-07-24T00:00:00,F
274,5,JUNTOS POR EL PERU,,100.0,546,546,"7,422",00000005.jpg,6.381,5.668,35,05/10/2022,17:55 h,97.8495,EL AGUSTINO,EL AGUSTINO,JUNTOS POR EL PERU,MARTA LILIANA URIARTE BURGA,1971-11-13T00:00:00,F
275,4,ALIANZA PARA EL PROGRESO,,100.0,546,546,"11,306",00000004.jpg,9.721,8.633,35,05/10/2022,17:55 h,97.8495,EL AGUSTINO,EL AGUSTINO,ALIANZA PARA EL PROGRESO,CARMEN CAROLINA CASTILLO YATACO,1972-07-15T00:00:00,F
276,4,ALIANZA PARA EL PROGRESO,,100.0,546,546,"11,306",00000004.jpg,9.721,8.633,35,05/10/2022,17:55 h,97.8495,EL AGUSTINO,EL AGUSTINO,ALIANZA PARA EL PROGRESO,CARMEN CAROLINA CASTILLO YATACO,1972-07-15T00:00:00,F
277,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,546,546,"11,845",00000011.jpg,10.184,9.045,35,05/10/2022,17:55 h,97.8495,EL AGUSTINO,EL AGUSTINO,PARTIDO FRENTE DE LA ESPERANZA 2021,MIGUEL HERNAN GARCIA ARIAS,1958-05-28T00:00:00,M
278,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,546,546,"17,371",00000002.jpg,14.935,13.265,35,05/10/2022,17:55 h,97.8495,EL AGUSTINO,EL AGUSTINO,PARTIDO DEMOCRATICO SOMOS PERU,KAREM MERCEDES QUEREVALU GARCIA,1982-01-04T00:00:00,F
279,3,RENOVACION POPULAR,,100.0,546,546,"21,273",00000003.jpg,18.29,16.244,35,05/10/2022,17:55 h,97.8495,EL AGUSTINO,EL AGUSTINO,RENOVACION POPULAR,AQUELINA SOLORZANO ESPINOZA,1982-01-26T00:00:00,F
280,9,PODEMOS PERU,,100.0,546,546,"41,281",00000009.jpg,35.492,31.523,35,05/10/2022,17:55 h,97.8495,EL AGUSTINO,EL AGUSTINO,PODEMOS PERU,RICHARD ROBERT SORIA FUERTE,1973-02-24T00:00:00,M
281,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,"1,089","1,089","2,901",00000008.jpg,1.246,1.102,36,05/10/2022,17:55 h,97.7558,SAN JUAN DE MIRAFLORES,SAN JUAN DE MIRAFLORES,PARTIDO POLITICO NACIONAL PERU LIBRE,HANS ZAVALA MANTILLA,1982-11-20T00:00:00,M
282,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,"1,089","1,089","8,167",00000007.jpg,3.507,3.102,36,05/10/2022,17:55 h,97.7558,SAN JUAN DE MIRAFLORES,SAN JUAN DE MIRAFLORES,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,JAVIER ERNESTO ALTAMIRANO COQUIS,1975-04-28T00:00:00,M
283,5,JUNTOS POR EL PERU,,100.0,"1,089","1,089","17,177",00000005.jpg,7.376,6.523,36,05/10/2022,17:55 h,97.7558,SAN JUAN DE MIRAFLORES,SAN JUAN DE MIRAFLORES,JUNTOS POR EL PERU,LEONIDAS RICHARD GONZALES RODRIGUEZ,1965-01-31T00:00:00,M
284,4,ALIANZA PARA EL PROGRESO,,100.0,"1,089","1,089","19,957",00000004.jpg,8.57,7.579,36,05/10/2022,17:55 h,97.7558,SAN JUAN DE MIRAFLORES,SAN JUAN DE MIRAFLORES,ALIANZA PARA EL PROGRESO,LUIS DANTE MENDIETA FLORES,1974-09-09T00:00:00,M
285,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,"1,089","1,089","29,028",00000011.jpg,12.465,11.024,36,05/10/2022,17:55 h,97.7558,SAN JUAN DE MIRAFLORES,SAN JUAN DE MIRAFLORES,PARTIDO FRENTE DE LA ESPERANZA 2021,EDGAR WUILLINGTON MEJIA RODRIGUEZ,1982-01-09T00:00:00,M
286,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,"1,089","1,089","37,642",00000002.jpg,16.164,14.295,36,05/10/2022,17:55 h,97.7558,SAN JUAN DE MIRAFLORES,SAN JUAN DE MIRAFLORES,PARTIDO DEMOCRATICO SOMOS PERU,ADOLFO OCAMPO VARGAS,1942-08-11T00:00:00,M
287,3,RENOVACION POPULAR,,100.0,"1,089","1,089","53,860",00000003.jpg,23.128,20.454,36,05/10/2022,17:55 h,97.7558,SAN JUAN DE MIRAFLORES,SAN JUAN DE MIRAFLORES,RENOVACION POPULAR,MABEL KARINA LEANDRO MELGAREJO,1980-10-29T00:00:00,F
288,9,PODEMOS PERU,,100.0,"1,089","1,089","64,150",00000009.jpg,27.546,24.362,36,05/10/2022,17:55 h,97.7558,SAN JUAN DE MIRAFLORES,SAN JUAN DE MIRAFLORES,PODEMOS PERU,ROGER EDINSSON PARRA TABOADA,1977-08-06T00:00:00,M
289,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,"2,616","2,616","11,176",00000008.jpg,2.035,1.772,37,05/10/2022,17:55 h,99.0159,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,PARTIDO POLITICO NACIONAL PERU LIBRE,NILDA JUDITH RAFAEL CARO,1975-10-04T00:00:00,F
290,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,"2,616","2,616","21,034",00000007.jpg,3.83,3.335,37,05/10/2022,17:55 h,99.0159,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,BRENDA DEIDAMIS LIZANO TEJADA,1983-08-22T00:00:00,F
291,5,JUNTOS POR EL PERU,,100.0,"2,616","2,616","43,962",00000005.jpg,8.004,6.97,37,05/10/2022,17:55 h,99.0159,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,JUNTOS POR EL PERU,MANUEL EUGENIO TORBISCO JUAREZ,1972-04-10T00:00:00,M
292,4,ALIANZA PARA EL PROGRESO,,100.0,"2,616","2,616","45,940",00000004.jpg,8.364,7.283,37,05/10/2022,17:55 h,99.0159,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,ALIANZA PARA EL PROGRESO,JUAN VALENTIN NAVARRO JIMENEZ,1968-01-06T00:00:00,M
293,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,"2,616","2,616","60,958",00000011.jpg,11.098,9.664,37,05/10/2022,17:55 h,99.0159,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,PARTIDO FRENTE DE LA ESPERANZA 2021,WALTER JACOBO GUTIERREZ VAISMAN,1979-03-08T00:00:00,M
294,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,"2,616","2,616","106,429",00000002.jpg,19.377,16.873,37,05/10/2022,17:55 h,99.0159,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,PARTIDO DEMOCRATICO SOMOS PERU,JESUS MALDONADO AMAO,1979-08-21T00:00:00,M
295,3,RENOVACION POPULAR,,100.0,"2,616","2,616","110,306",00000003.jpg,20.083,17.488,37,05/10/2022,17:55 h,99.0159,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,RENOVACION POPULAR,MANUEL ANTONY ANGULO VASQUEZ,1993-01-11T00:00:00,M
296,9,PODEMOS PERU,,100.0,"2,616","2,616","149,454",00000009.jpg,27.21,23.694,37,05/10/2022,17:55 h,99.0159,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,PODEMOS PERU,OSCAR NIEL HERQUINIO LUNA,1991-11-03T00:00:00,M
297,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,189,189,427,00000008.jpg,1.03,0.959,38,05/10/2022,17:55 h,96.4286,SAN LUIS,SAN LUIS,PARTIDO POLITICO NACIONAL PERU LIBRE,PIERFRANCO SINCHE RUDAS,1978-10-19T00:00:00,M
298,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,189,189,"1,423",00000007.jpg,3.433,3.198,38,05/10/2022,17:55 h,96.4286,SAN LUIS,SAN LUIS,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,CESAR ROBERTO MENDOZA VALENCIA,1968-02-03T00:00:00,M
299,4,ALIANZA PARA EL PROGRESO,,100.0,189,189,"1,924",00000004.jpg,4.642,4.323,38,05/10/2022,17:55 h,96.4286,SAN LUIS,SAN LUIS,ALIANZA PARA EL PROGRESO,RONALD EULOGIO FUERTES VEGA,1969-03-24T00:00:00,M
300,5,JUNTOS POR EL PERU,,100.0,189,189,"2,175",00000005.jpg,5.248,4.887,38,05/10/2022,17:55 h,96.4286,SAN LUIS,SAN LUIS,JUNTOS POR EL PERU,DANIEL ROBERTO BONET ESPINOZA,1974-07-30T00:00:00,M
301,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,189,189,"3,910",00000011.jpg,9.434,8.786,38,05/10/2022,17:55 h,96.4286,SAN LUIS,SAN LUIS,PARTIDO FRENTE DE LA ESPERANZA 2021,DANIEL ANGEL GALARRETA BALBOA,1974-10-16T00:00:00,M
302,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,189,189,"8,811",00000002.jpg,21.259,19.799,38,05/10/2022,17:55 h,96.4286,SAN LUIS,SAN LUIS,PARTIDO DEMOCRATICO SOMOS PERU,RICARDO FIDEL CASTRO SIERRA,1959-11-28T00:00:00,M
303,9,PODEMOS PERU,,100.0,189,189,"9,291",00000009.jpg,22.417,20.877,38,05/10/2022,17:55 h,96.4286,SAN LUIS,SAN LUIS,PODEMOS PERU,CHRISTIAN ISRAEL PARDO REYES,1977-01-05T00:00:00,M
304,3,RENOVACION POPULAR,,100.0,189,189,"13,485",00000003.jpg,32.536,30.301,38,05/10/2022,17:55 h,96.4286,SAN LUIS,SAN LUIS,RENOVACION POPULAR,RICARDO ROBERT PEREZ CASTRO,1966-08-11T00:00:00,M
305,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,80,80,268,00000007.jpg,1.467,1.35,39,05/10/2022,17:55 h,93.0233,CIENEGUILLA,CIENEGUILLA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,DIANA CHRISTINE PAUCAR GUTIERREZ,1988-02-13T00:00:00,F
306,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,80,80,284,00000008.jpg,1.555,1.431,39,05/10/2022,17:55 h,93.0233,CIENEGUILLA,CIENEGUILLA,PARTIDO POLITICO NACIONAL PERU LIBRE,WILFREDO RICHARD SOSA PALOMINO,1975-01-24T00:00:00,M
307,4,ALIANZA PARA EL PROGRESO,,100.0,80,80,786,00000004.jpg,4.303,3.96,39,05/10/2022,17:55 h,93.0233,CIENEGUILLA,CIENEGUILLA,ALIANZA PARA EL PROGRESO,LUIS PELAYO AGUILAR ARENAZA,1959-03-25T00:00:00,M
308,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,80,80,"1,107",00000011.jpg,6.06,5.578,39,05/10/2022,17:55 h,93.0233,CIENEGUILLA,,,,,
309,5,JUNTOS POR EL PERU,,100.0,80,80,"1,234",00000005.jpg,6.756,6.218,39,05/10/2022,17:55 h,93.0233,CIENEGUILLA,CIENEGUILLA,JUNTOS POR EL PERU,JOSE LUIS LANDEO MUÑOZ,1974-10-01T00:00:00,M
310,3,RENOVACION POPULAR,,100.0,80,80,"3,828",00000003.jpg,20.957,19.288,39,05/10/2022,17:55 h,93.0233,CIENEGUILLA,CIENEGUILLA,RENOVACION POPULAR,WILLIAM RONALD SALAZAR MATEO,1986-09-18T00:00:00,M
311,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,80,80,"4,311",00000002.jpg,23.601,21.721,39,05/10/2022,17:55 h,93.0233,CIENEGUILLA,CIENEGUILLA,PARTIDO DEMOCRATICO SOMOS PERU,OSCAR ORLANDO SUBILETI ARECHE,1973-11-04T00:00:00,M
312,9,PODEMOS PERU,,100.0,80,80,"6,448",00000009.jpg,35.301,32.489,39,05/10/2022,17:55 h,93.0233,CIENEGUILLA,CIENEGUILLA,PODEMOS PERU,EMILIO ALBERTO CHAVEZ HUARINGA,1976-08-06T00:00:00,M
313,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,405,405,317,00000008.jpg,0.379,0.356,40,05/10/2022,17:55 h,97.1223,SAN BORJA,,,,,
314,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,405,405,"1,346",00000007.jpg,1.608,1.513,40,05/10/2022,17:55 h,97.1223,SAN BORJA,SAN BORJA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,HENRY STEVE MUBARAK AGUAD,1984-01-17T00:00:00,M
315,4,ALIANZA PARA EL PROGRESO,,100.0,405,405,"1,883",00000004.jpg,2.25,2.116,40,05/10/2022,17:55 h,97.1223,SAN BORJA,SAN BORJA,ALIANZA PARA EL PROGRESO,GINA VALERIA CASANOVA MERA,1987-10-13T00:00:00,F
316,5,JUNTOS POR EL PERU,,100.0,405,405,"2,000",00000005.jpg,2.39,2.248,40,05/10/2022,17:55 h,97.1223,SAN BORJA,,,,,
317,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,405,405,"7,507",00000011.jpg,8.969,8.437,40,05/10/2022,17:55 h,97.1223,SAN BORJA,SAN BORJA,PARTIDO FRENTE DE LA ESPERANZA 2021,MARCO ANTONIO MOSHE PEÑA LEON,1986-05-08T00:00:00,M
318,9,PODEMOS PERU,,100.0,405,405,"9,198",00000009.jpg,10.99,10.337,40,05/10/2022,17:55 h,97.1223,SAN BORJA,SAN BORJA,PODEMOS PERU,JUAN CARLOS ZEVALLOS RIVEROS,1959-11-04T00:00:00,M
319,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,405,405,"15,452",00000002.jpg,18.462,17.366,40,05/10/2022,17:55 h,97.1223,SAN BORJA,SAN BORJA,PARTIDO DEMOCRATICO SOMOS PERU,JOSE ALBERTO VALDEZ OYOLA,1970-07-02T00:00:00,M
320,3,RENOVACION POPULAR,,100.0,405,405,"45,994",00000003.jpg,54.953,51.691,40,05/10/2022,17:55 h,97.1223,SAN BORJA,SAN BORJA,RENOVACION POPULAR,MARCO ANTONIO ALVAREZ VARGAS,1948-04-04T00:00:00,M
321,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,"1,091","1,091","2,879",00000008.jpg,1.197,1.064,41,05/10/2022,17:55 h,96.8057,VILLA EL SALVADOR,VILLA EL SALVADOR,PARTIDO POLITICO NACIONAL PERU LIBRE,DEMBER NEPTALI COSI CUTIPA,1981-12-19T00:00:00,M
322,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,"1,091","1,091","5,382",00000007.jpg,2.238,1.989,41,05/10/2022,17:55 h,96.8057,VILLA EL SALVADOR,VILLA EL SALVADOR,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,JOSÉ MARTÍN MENDOZA ARGUMEDO,1966-04-16T00:00:00,M
323,5,JUNTOS POR EL PERU,,100.0,"1,091","1,091","19,080",00000005.jpg,7.933,7.051,41,05/10/2022,17:55 h,96.8057,VILLA EL SALVADOR,VILLA EL SALVADOR,JUNTOS POR EL PERU,JOSE UBIL CARRANZA RAFAEL,1978-05-06T00:00:00,M
324,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,"1,091","1,091","26,376",00000011.jpg,10.967,9.747,41,05/10/2022,17:55 h,96.8057,VILLA EL SALVADOR,VILLA EL SALVADOR,PARTIDO FRENTE DE LA ESPERANZA 2021,MARLON VIC ICHPAS CANALES,1968-12-02T00:00:00,M
325,4,ALIANZA PARA EL PROGRESO,,100.0,"1,091","1,091","28,976",00000004.jpg,12.048,10.708,41,05/10/2022,17:55 h,96.8057,VILLA EL SALVADOR,VILLA EL SALVADOR,ALIANZA PARA EL PROGRESO,GUIDO IÑIGO PERALTA,1985-09-17T00:00:00,M
326,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,"1,091","1,091","33,155",00000002.jpg,13.785,12.252,41,05/10/2022,17:55 h,96.8057,VILLA EL SALVADOR,VILLA EL SALVADOR,PARTIDO DEMOCRATICO SOMOS PERU,ALBERTO LUIS PERALTA HUATUCO,1969-06-11T00:00:00,M
327,3,RENOVACION POPULAR,,100.0,"1,091","1,091","43,285",00000003.jpg,17.997,15.996,41,05/10/2022,17:55 h,96.8057,VILLA EL SALVADOR,VILLA EL SALVADOR,RENOVACION POPULAR,ESTHER STHEPH COARITA UCHARICO,1976-09-18T00:00:00,F
328,9,PODEMOS PERU,,100.0,"1,091","1,091","81,379",00000009.jpg,33.836,30.073,41,05/10/2022,17:55 h,96.8057,VILLA EL SALVADOR,VILLA EL SALVADOR,PODEMOS PERU,LUIS MARTIN MOZO ALDUNATE,1984-09-12T00:00:00,M
329,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,973,973,"3,212",00000008.jpg,1.538,1.37,42,05/10/2022,17:55 h,97.7889,LOS OLIVOS,LOS OLIVOS,PARTIDO POLITICO NACIONAL PERU LIBRE,HERNAN CIRO PAUYAC HUAMAN,1962-01-16T00:00:00,M
330,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,973,973,"5,552",00000007.jpg,2.659,2.368,42,05/10/2022,17:55 h,97.7889,LOS OLIVOS,LOS OLIVOS,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,JUAN CARLOS NAVARRO DE LA CRUZ,1971-10-28T00:00:00,M
331,4,ALIANZA PARA EL PROGRESO,,100.0,973,973,"8,122",00000004.jpg,3.89,3.464,42,05/10/2022,17:55 h,97.7889,LOS OLIVOS,LOS OLIVOS,ALIANZA PARA EL PROGRESO,PEDRO MOISES DEL ROSARIO RAMIREZ,1972-06-30T00:00:00,M
332,5,JUNTOS POR EL PERU,,100.0,973,973,"16,609",00000005.jpg,7.955,7.085,42,05/10/2022,17:55 h,97.7889,LOS OLIVOS,LOS OLIVOS,JUNTOS POR EL PERU,HEIDELBERGER WILLIANS DAVIS SUYON DIAZ,1991-11-30T00:00:00,M
333,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,973,973,"27,409",00000011.jpg,13.127,11.691,42,05/10/2022,17:55 h,97.7889,LOS OLIVOS,LOS OLIVOS,PARTIDO FRENTE DE LA ESPERANZA 2021,RICARDO LUIS GRADOS GUEVARA,1975-09-20T00:00:00,M
334,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,973,973,"37,896",00000002.jpg,18.15,16.164,42,05/10/2022,17:55 h,97.7889,LOS OLIVOS,LOS OLIVOS,PARTIDO DEMOCRATICO SOMOS PERU,BIBERTO BENERANDO CASTILLO LEON,1966-04-15T00:00:00,M
335,3,RENOVACION POPULAR,,100.0,973,973,"51,165",00000003.jpg,24.504,21.824,42,05/10/2022,17:55 h,97.7889,LOS OLIVOS,LOS OLIVOS,RENOVACION POPULAR,ARTURO ALEJANDRO CUTIPA CAMAC,1979-03-28T00:00:00,M
336,9,PODEMOS PERU,,100.0,973,973,"58,834",00000009.jpg,28.177,25.095,42,05/10/2022,17:55 h,97.7889,LOS OLIVOS,LOS OLIVOS,PODEMOS PERU,LUIS FELIPE CASTILLO OLIVA,1976-07-31T00:00:00,M
337,8,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.0,614,614,"2,493",00000008.jpg,1.815,1.67,43,05/10/2022,17:55 h,97.9266,SANTA ANITA,SANTA ANITA,PARTIDO POLITICO NACIONAL PERU LIBRE,UBERLINDA ZEVALLOS FLORES,1977-03-03T00:00:00,F
338,7,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.0,614,614,"3,297",00000007.jpg,2.401,2.208,43,05/10/2022,17:55 h,97.9266,SANTA ANITA,SANTA ANITA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,JESUS RICARDO BONIFAZ RINCON,1959-02-07T00:00:00,M
339,5,JUNTOS POR EL PERU,,100.0,614,614,"10,157",00000005.jpg,7.396,6.802,43,05/10/2022,17:55 h,97.9266,SANTA ANITA,SANTA ANITA,JUNTOS POR EL PERU,HECTOR LUIS HUAMANI QUISPE,1970-01-23T00:00:00,M
340,11,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.0,614,614,"14,979",00000011.jpg,10.907,10.032,43,05/10/2022,17:55 h,97.9266,SANTA ANITA,SANTA ANITA,PARTIDO FRENTE DE LA ESPERANZA 2021,JOSE ELEUTERIO HORNA SAAVEDRA,1963-10-05T00:00:00,M
341,4,ALIANZA PARA EL PROGRESO,,100.0,614,614,"16,622",00000004.jpg,12.104,11.132,43,05/10/2022,17:55 h,97.9266,SANTA ANITA,SANTA ANITA,ALIANZA PARA EL PROGRESO,OLIMPIO ALEGRIA CALDERON,1970-08-04T00:00:00,M
342,2,PARTIDO DEMOCRATICO SOMOS PERU,,100.0,614,614,"20,554",00000002.jpg,14.967,13.765,43,05/10/2022,17:55 h,97.9266,SANTA ANITA,SANTA ANITA,PARTIDO DEMOCRATICO SOMOS PERU,RODOLFO MARTINEZ SILVA,1978-06-13T00:00:00,M
343,3,RENOVACION POPULAR,,100.0,614,614,"25,436",00000003.jpg,18.522,17.035,43,05/10/2022,17:55 h,97.9266,SANTA ANITA,SANTA ANITA,RENOVACION POPULAR,WARNER ELMO LLALLICO HUANCAYA,1967-12-08T00:00:00,M
344,9,PODEMOS PERU,,100.0,614,614,"43,794",00000009.jpg,31.889,29.33,43,05/10/2022,17:55 h,97.9266,SANTA ANITA,SANTA ANITA,PODEMOS PERU,LEONOR CHUMBIMUNE CAJAHUARINGA,1968-01-07T00:00:00,F
